Salt,Source,Source_Type,Temperature_C,Pressure_MPa,Molality_molkg,Conductivity_mScm,Notes,Replicate,Mixture,Conductivity_Ratio
Cs2SO4,McCleskey2011,experimental,25.0,0.1,0.1047,21.24,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,35.0,0.1,0.1047,25.29,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,45.0,0.1,0.1047,29.58,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,70.0,0.1,0.1047,40.94,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,90.0,0.1,0.1047,50.22,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,5.0,0.1,0.1836,22.4,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,10.0,0.1,0.1836,25.28,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,25.0,0.1,0.1836,34.68,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,35.0,0.1,0.1836,41.19,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,45.0,0.1,0.1836,47.92,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,70.0,0.1,0.1836,65.9,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,90.0,0.1,0.1836,80.0,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,5.0,0.1,0.3588,40.83,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,10.0,0.1,0.3588,45.8,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,25.0,0.1,0.3588,62.04,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,35.0,0.1,0.3588,73.2,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,45.0,0.1,0.3588,84.63,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,70.0,0.1,0.3588,115.8,McCleskey2011 Table 3 single electrolyte,,False,
Cs2SO4,McCleskey2011,experimental,90.0,0.1,0.3588,137.3,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,5.0,0.1,0.000161,0.06027,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,10.0,0.1,0.000161,0.06684,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,25.0,0.1,0.000161,0.08772,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,35.0,0.1,0.000161,0.1017,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,45.0,0.1,0.000161,0.1154,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,70.0,0.1,0.000161,0.1478,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,90.0,0.1,0.000161,0.1675,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,5.0,0.1,0.000981,0.3588,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,10.0,0.1,0.000981,0.3981,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,25.0,0.1,0.000981,0.5156,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,35.0,0.1,0.000981,0.5895,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,45.0,0.1,0.000981,0.6564,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,70.0,0.1,0.000981,0.7958,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,90.0,0.1,0.000981,0.854,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,5.0,0.1,0.01608,4.635,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,10.0,0.1,0.01608,5.067,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,25.0,0.1,0.01608,6.23,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,35.0,0.1,0.01608,6.784,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,45.0,0.1,0.01608,7.238,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,70.0,0.1,0.01608,7.958,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,90.0,0.1,0.01608,8.195,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,5.0,0.1,0.09815,21.41,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,10.0,0.1,0.09815,23.18,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,25.0,0.1,0.09815,27.91,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,35.0,0.1,0.09815,29.98,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,45.0,0.1,0.09815,31.57,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,70.0,0.1,0.09815,34.69,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,90.0,0.1,0.09815,36.65,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,5.0,0.1,0.2291,43.79,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,10.0,0.1,0.2291,47.28,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,25.0,0.1,0.2291,57.1,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,35.0,0.1,0.2291,61.37,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,45.0,0.1,0.2291,64.56,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,70.0,0.1,0.2291,71.59,McCleskey2011 Table 3 single electrolyte,,False,
KHSO4,McCleskey2011,experimental,90.0,0.1,0.2291,76.99,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,5.0,0.1,0.001,0.07403,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,10.0,0.1,0.001,0.0834,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,25.0,0.1,0.001,0.1179,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,35.0,0.1,0.001,0.1416,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,45.0,0.1,0.001,0.1673,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,70.0,0.1,0.001,0.2401,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,90.0,0.1,0.001,0.3038,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,5.0,0.1,0.00992,0.687,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,10.0,0.1,0.00992,0.7877,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,25.0,0.1,0.00992,1.107,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,35.0,0.1,0.00992,1.335,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,45.0,0.1,0.00992,1.573,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,70.0,0.1,0.00992,2.237,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,90.0,0.1,0.00992,2.794,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,5.0,0.1,0.09998,6.141,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,10.0,0.1,0.09998,7.003,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,25.0,0.1,0.09998,9.852,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,35.0,0.1,0.09998,11.76,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,45.0,0.1,0.09998,13.83,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,70.0,0.1,0.09998,19.63,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,90.0,0.1,0.09998,24.46,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,5.0,0.1,0.5001,26.64,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,10.0,0.1,0.5001,30.31,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,25.0,0.1,0.5001,42.06,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,35.0,0.1,0.5001,50.66,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,45.0,0.1,0.5001,59.4,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,70.0,0.1,0.5001,83.91,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,90.0,0.1,0.5001,104.9,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,5.0,0.1,0.9999,47.48,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,10.0,0.1,0.9999,53.58,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,25.0,0.1,0.9999,73.65,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,35.0,0.1,0.9999,88.02,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,45.0,0.1,0.9999,103.1,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,70.0,0.1,0.9999,143.0,McCleskey2011 Table 3 single electrolyte,,False,
KHCO3,McCleskey2011,experimental,90.0,0.1,0.9999,179.3,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,5.0,0.1,0.00132,0.2129,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,10.0,0.1,0.00132,0.2471,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,25.0,0.1,0.00132,0.3642,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,35.0,0.1,0.00132,0.439,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,45.0,0.1,0.00132,0.5331,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,70.0,0.1,0.00132,0.7921,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,90.0,0.1,0.00132,0.9755,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,5.0,0.1,0.01048,1.568,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,10.0,0.1,0.01048,1.809,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,25.0,0.1,0.01048,2.575,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,35.0,0.1,0.01048,3.146,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,45.0,0.1,0.01048,3.758,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,70.0,0.1,0.01048,5.522,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,90.0,0.1,0.01048,6.987,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,5.0,0.1,0.1319,15.89,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,10.0,0.1,0.1319,18.15,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,25.0,0.1,0.1319,25.42,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,35.0,0.1,0.1319,30.54,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,45.0,0.1,0.1319,35.9,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,70.0,0.1,0.1319,50.98,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,90.0,0.1,0.1319,63.45,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,5.0,0.1,0.3525,38.0,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,10.0,0.1,0.3525,43.05,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,25.0,0.1,0.3525,59.42,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,35.0,0.1,0.3525,71.15,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,45.0,0.1,0.3525,83.19,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,70.0,0.1,0.3525,116.0,McCleskey2011 Table 3 single electrolyte,,False,
K2CO3,McCleskey2011,experimental,90.0,0.1,0.3525,143.1,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,5.0,0.1,0.00121,0.06911,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,10.0,0.1,0.00121,0.08034,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,25.0,0.1,0.00121,0.1162,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,35.0,0.1,0.00121,0.1437,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,45.0,0.1,0.00121,0.1703,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,70.0,0.1,0.00121,0.2506,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,90.0,0.1,0.00121,0.3284,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,5.0,0.1,0.01187,0.6467,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,10.0,0.1,0.01187,0.7485,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,25.0,0.1,0.01187,1.086,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,35.0,0.1,0.01187,1.346,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,45.0,0.1,0.01187,1.589,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,70.0,0.1,0.01187,2.34,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,90.0,0.1,0.01187,3.056,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,5.0,0.1,0.1223,5.728,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,10.0,0.1,0.1223,6.641,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,25.0,0.1,0.1223,9.6,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,35.0,0.1,0.1223,11.77,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,45.0,0.1,0.1223,13.95,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,70.0,0.1,0.1223,20.44,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,90.0,0.1,0.1223,24.57,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,5.0,0.1,0.7226,26.34,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,10.0,0.1,0.7226,30.55,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,25.0,0.1,0.7226,43.83,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,35.0,0.1,0.7226,53.46,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,45.0,0.1,0.7226,64.1,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,70.0,0.1,0.7226,94.04,McCleskey2011 Table 3 single electrolyte,,False,
NaHCO3,McCleskey2011,experimental,90.0,0.1,0.7226,113.9,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,5.0,0.1,0.000912,0.1348,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,10.0,0.1,0.000912,0.1603,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,25.0,0.1,0.000912,0.2439,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,35.0,0.1,0.000912,0.2888,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,45.0,0.1,0.000912,0.3495,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,70.0,0.1,0.000912,0.5196,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,90.0,0.1,0.000912,0.6513,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,5.0,0.1,0.01031,1.285,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,10.0,0.1,0.01031,1.491,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,25.0,0.1,0.01031,2.182,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,35.0,0.1,0.01031,2.684,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,45.0,0.1,0.01031,3.237,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,70.0,0.1,0.01031,4.867,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,90.0,0.1,0.01031,6.187,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,5.0,0.1,0.09334,8.86,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,10.0,0.1,0.09334,10.24,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,25.0,0.1,0.09334,14.86,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,35.0,0.1,0.09334,18.22,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,45.0,0.1,0.09334,21.82,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,70.0,0.1,0.09334,32.22,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,90.0,0.1,0.09334,41.17,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,5.0,0.1,0.3041,23.24,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,10.0,0.1,0.3041,26.85,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,25.0,0.1,0.3041,38.93,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,35.0,0.1,0.3041,47.81,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,45.0,0.1,0.3041,57.13,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,70.0,0.1,0.3041,83.62,McCleskey2011 Table 3 single electrolyte,,False,
Na2CO3,McCleskey2011,experimental,90.0,0.1,0.3041,106.4,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,5.0,0.1,0.001,0.1671,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,10.0,0.1,0.001,0.1919,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,25.0,0.1,0.001,0.2459,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,35.0,0.1,0.001,0.2833,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,45.0,0.1,0.001,0.3327,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,70.0,0.1,0.001,0.4401,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,90.0,0.1,0.001,0.5213,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,5.0,0.1,0.01,1.596,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,10.0,0.1,0.01,1.793,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,25.0,0.1,0.01,2.414,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,35.0,0.1,0.01,2.784,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,45.0,0.1,0.01,3.201,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,70.0,0.1,0.01,4.294,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,90.0,0.1,0.01,5.115,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,5.0,0.1,0.1,14.98,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,10.0,0.1,0.1,16.77,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,25.0,0.1,0.1,22.51,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,35.0,0.1,0.1,26.35,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,45.0,0.1,0.1,30.26,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,70.0,0.1,0.1,40.62,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,90.0,0.1,0.1,48.61,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,5.0,0.1,0.5,66.39,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,10.0,0.1,0.5,74.17,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,25.0,0.1,0.5,98.75,McCleskey2011 Table 3 single electrolyte,,False,
NaOH,McCleskey2011,experimental,35.0,0.1,0.5,115.9,McCleskey2011 Table 3 single electrolyte,,False,
