Salt,Source,Source_Type,Temperature_C,Pressure_MPa,Molality_molkg,Conductivity_mScm,Notes,Replicate,Mixture,Conductivity_Ratio
MgSO4,Horne1966,experimental,5.409,0.1,0.001012,0.163,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000163 S/cm; dissociated C_ion_M=0.000956; Lambda_eq=85.25,1.0,False,
MgSO4,Horne1966,experimental,4.45,0.1,0.001012,0.1568,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.0001568 S/cm; dissociated C_ion_M=0.000959; Lambda_eq=81.75,1.0,False,
MgSO4,Horne1966,experimental,4.22,0.1,0.001012,0.1546,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.0001546 S/cm; dissociated C_ion_M=0.000959; Lambda_eq=80.6,1.0,False,
MgSO4,Horne1966,experimental,2.702,0.1,0.001012,0.1504,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.0001504 S/cm; dissociated C_ion_M=0.000967; Lambda_eq=77.78,1.0,False,
MgSO4,Horne1966,experimental,2.13,0.1,0.001012,0.1478,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.0001478 S/cm; dissociated C_ion_M=0.000964; Lambda_eq=76.66,1.0,False,
MgSO4,Horne1966,experimental,13.3,0.1,0.010124,1.246,"Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001246 S/cm; dissociated C_ion_M=0.00783; Lambda_eq=78.93; VERIFY: k read as probable dropped-digit scan artifact, set to 0.001246 (printed 0.0001246)",1.0,False,
MgSO4,Horne1966,experimental,13.122,0.1,0.010124,1.232,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001232 S/cm; dissociated C_ion_M=0.00784; Lambda_eq=78.57,1.0,False,
MgSO4,Horne1966,experimental,12.74,0.1,0.010124,1.221,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001221 S/cm; dissociated C_ion_M=0.00786; Lambda_eq=77.67,1.0,False,
MgSO4,Horne1966,experimental,12.31,0.1,0.010124,1.208,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001208 S/cm; dissociated C_ion_M=0.00788; Lambda_eq=76.65,1.0,False,
MgSO4,Horne1966,experimental,11.919,0.1,0.010124,1.197,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001197 S/cm; dissociated C_ion_M=0.0079; Lambda_eq=75.76,1.0,False,
MgSO4,Horne1966,experimental,9.95,0.1,0.010124,1.136,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001136 S/cm; dissociated C_ion_M=0.008; Lambda_eq=71.0,1.0,False,
MgSO4,Horne1966,experimental,9.72,0.1,0.010124,1.13,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.00113 S/cm; dissociated C_ion_M=0.00802; Lambda_eq=70.45,1.0,False,
MgSO4,Horne1966,experimental,9.37,0.1,0.010124,1.12,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.00112 S/cm; dissociated C_ion_M=0.00803; Lambda_eq=69.74,1.0,False,
MgSO4,Horne1966,experimental,9.139,0.1,0.010124,1.113,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001113 S/cm; dissociated C_ion_M=0.00804; Lambda_eq=69.22,1.0,False,
MgSO4,Horne1966,experimental,8.565,0.1,0.010124,1.098,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001098 S/cm; dissociated C_ion_M=0.00807; Lambda_eq=68.03,1.0,False,
MgSO4,Horne1966,experimental,8.38,0.1,0.010124,1.092,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001092 S/cm; dissociated C_ion_M=0.00807; Lambda_eq=67.66,1.0,False,
MgSO4,Horne1966,experimental,8.29,0.1,0.010124,1.088,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001088 S/cm; dissociated C_ion_M=0.00808; Lambda_eq=67.33,1.0,False,
MgSO4,Horne1966,experimental,6.88,0.1,0.010124,1.047,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001047 S/cm; dissociated C_ion_M=0.00815; Lambda_eq=64.23,1.0,False,
MgSO4,Horne1966,experimental,6.775,0.1,0.010124,1.043,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001043 S/cm; dissociated C_ion_M=0.00816; Lambda_eq=63.91,1.0,False,
MgSO4,Horne1966,experimental,6.39,0.1,0.010124,1.033,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001033 S/cm; dissociated C_ion_M=0.00818; Lambda_eq=63.14,1.0,False,
MgSO4,Horne1966,experimental,5.843,0.1,0.010124,1.014,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001014 S/cm; dissociated C_ion_M=0.0082; Lambda_eq=61.75,1.0,False,
MgSO4,Horne1966,experimental,5.842,0.1,0.010124,1.013,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001013 S/cm; dissociated C_ion_M=0.0082; Lambda_eq=61.69,1.0,False,
MgSO4,Horne1966,experimental,5.84,0.1,0.010124,1.014,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001014 S/cm; dissociated C_ion_M=0.0082; Lambda_eq=61.75,1.0,False,
MgSO4,Horne1966,experimental,5.84,0.1,0.010124,1.014,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001014 S/cm; dissociated C_ion_M=0.0082; Lambda_eq=61.75,1.0,False,
MgSO4,Horne1966,experimental,5.84,0.1,0.010124,1.014,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001014 S/cm; dissociated C_ion_M=0.0082; Lambda_eq=61.75,1.0,False,
MgSO4,Horne1966,experimental,5.822,0.1,0.010124,1.013,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001013 S/cm; dissociated C_ion_M=0.0082; Lambda_eq=61.69,1.0,False,
MgSO4,Horne1966,experimental,5.82,0.1,0.010124,1.013,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001013 S/cm; dissociated C_ion_M=0.0082; Lambda_eq=61.69,1.0,False,
MgSO4,Horne1966,experimental,5.82,0.1,0.010124,1.013,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001013 S/cm; dissociated C_ion_M=0.0082; Lambda_eq=61.69,1.0,False,
MgSO4,Horne1966,experimental,5.81,0.1,0.010124,1.013,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001013 S/cm; dissociated C_ion_M=0.0082; Lambda_eq=61.69,1.0,False,
MgSO4,Horne1966,experimental,5.47,0.1,0.010124,1.006,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.001006 S/cm; dissociated C_ion_M=0.00823; Lambda_eq=61.12,1.0,False,
MgSO4,Horne1966,experimental,4.94,0.1,0.010124,0.989,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000989 S/cm; dissociated C_ion_M=0.00825; Lambda_eq=59.95,1.0,False,
MgSO4,Horne1966,experimental,4.63,0.1,0.010124,0.984,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000984 S/cm; dissociated C_ion_M=0.00827; Lambda_eq=59.48,1.0,False,
MgSO4,Horne1966,experimental,4.352,0.1,0.010124,0.973,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000973 S/cm; dissociated C_ion_M=0.00827; Lambda_eq=58.8,1.0,False,
MgSO4,Horne1966,experimental,4.14,0.1,0.010124,0.972,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000972 S/cm; dissociated C_ion_M=0.0083; Lambda_eq=58.54,1.0,False,
MgSO4,Horne1966,experimental,3.395,0.1,0.010124,0.945,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000945 S/cm; dissociated C_ion_M=0.00833; Lambda_eq=56.7,1.0,False,
MgSO4,Horne1966,experimental,3.26,0.1,0.010124,0.947,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000947 S/cm; dissociated C_ion_M=0.00834; Lambda_eq=56.75,1.0,False,
MgSO4,Horne1966,experimental,3.079,0.1,0.010124,0.94,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.00094 S/cm; dissociated C_ion_M=0.00835; Lambda_eq=56.31,1.0,False,
MgSO4,Horne1966,experimental,2.902,0.1,0.010124,0.937,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000937 S/cm; dissociated C_ion_M=0.00835; Lambda_eq=56.1,1.0,False,
MgSO4,Horne1966,experimental,2.1,0.1,0.010124,0.915,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000915 S/cm; dissociated C_ion_M=0.0084; Lambda_eq=54.48,1.0,False,
MgSO4,Horne1966,experimental,2.04,0.1,0.010124,0.913,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000913 S/cm; dissociated C_ion_M=0.0084; Lambda_eq=54.32,1.0,False,
MgSO4,Horne1966,experimental,1.9,0.1,0.010124,0.906,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000906 S/cm; dissociated C_ion_M=0.0084; Lambda_eq=53.9,1.0,False,
MgSO4,Horne1966,experimental,1.675,0.1,0.010124,0.901,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000901 S/cm; dissociated C_ion_M=0.00842; Lambda_eq=53.52,1.0,False,
MgSO4,Horne1966,experimental,1.475,0.1,0.010124,0.898,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000898 S/cm; dissociated C_ion_M=0.00843; Lambda_eq=53.25,1.0,False,
MgSO4,Horne1966,experimental,0.86,0.1,0.010124,0.878,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000878 S/cm; dissociated C_ion_M=0.00846; Lambda_eq=51.88,1.0,False,
MgSO4,Horne1966,experimental,0.32,0.1,0.010124,0.864,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000864 S/cm; dissociated C_ion_M=0.00849; Lambda_eq=50.88,1.0,False,
MgSO4,Horne1966,experimental,-0.245,0.1,0.010124,0.847,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000847 S/cm; dissociated C_ion_M=0.00852; Lambda_eq=49.73,1.0,False,
MgSO4,Horne1966,experimental,-0.32,0.1,0.010124,0.846,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000846 S/cm; dissociated C_ion_M=0.00852; Lambda_eq=49.63,1.0,False,
MgSO4,Horne1966,experimental,-0.56,0.1,0.010124,0.838,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000838 S/cm; dissociated C_ion_M=0.00853; Lambda_eq=49.12,1.0,False,
MgSO4,Horne1966,experimental,-0.66,0.1,0.010124,0.835,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000835 S/cm; dissociated C_ion_M=0.00854; Lambda_eq=48.9,1.0,False,
MgSO4,Horne1966,experimental,-0.97,0.1,0.010124,0.826,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000826 S/cm; dissociated C_ion_M=0.00855; Lambda_eq=48.27,1.0,False,
MgSO4,Horne1966,experimental,-1.138,0.1,0.010124,0.819,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.000819 S/cm; dissociated C_ion_M=0.00856; Lambda_eq=47.85,1.0,False,
MgSO4,Horne1966,experimental,14.193,0.1,0.10124,8.066,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.008066 S/cm; dissociated C_ion_M=0.0614; Lambda_eq=65.68,1.0,False,
MgSO4,Horne1966,experimental,14.123,0.1,0.10124,8.066,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.008066 S/cm; dissociated C_ion_M=0.0614; Lambda_eq=65.58,1.0,False,
MgSO4,Horne1966,experimental,14.06,0.1,0.10124,8.058,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.008058 S/cm; dissociated C_ion_M=0.0614; Lambda_eq=65.62,1.0,False,
MgSO4,Horne1966,experimental,13.85,0.1,0.10124,8.03,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.00803 S/cm; dissociated C_ion_M=0.0614; Lambda_eq=65.39,1.0,False,
MgSO4,Horne1966,experimental,13.56,0.1,0.10124,7.986,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.007986 S/cm; dissociated C_ion_M=0.0616; Lambda_eq=64.82,1.0,False,
MgSO4,Horne1966,experimental,12.645,0.1,0.10124,7.813,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.007813 S/cm; dissociated C_ion_M=0.0622; Lambda_eq=62.81,1.0,False,
MgSO4,Horne1966,experimental,12.252,0.1,0.10124,7.742,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.007742 S/cm; dissociated C_ion_M=0.0624; Lambda_eq=62.04,1.0,False,
MgSO4,Horne1966,experimental,10.382,0.1,0.10124,7.409,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.007409 S/cm; dissociated C_ion_M=0.0633; Lambda_eq=58.52,1.0,False,
MgSO4,Horne1966,experimental,9.62,0.1,0.10124,7.199,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.007199 S/cm; dissociated C_ion_M=0.0637; Lambda_eq=56.51,1.0,False,
MgSO4,Horne1966,experimental,8.46,0.1,0.10124,6.976,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006976 S/cm; dissociated C_ion_M=0.0644; Lambda_eq=54.16,1.0,False,
MgSO4,Horne1966,experimental,8.025,0.1,0.10124,6.919,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006919 S/cm; dissociated C_ion_M=0.0647; Lambda_eq=53.47,1.0,False,
MgSO4,Horne1966,experimental,7.678,0.1,0.10124,6.885,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006885 S/cm; dissociated C_ion_M=0.0648; Lambda_eq=53.13,1.0,False,
MgSO4,Horne1966,experimental,6.745,0.1,0.10124,6.721,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006721 S/cm; dissociated C_ion_M=0.0653; Lambda_eq=51.46,1.0,False,
MgSO4,Horne1966,experimental,6.745,0.1,0.10124,6.72,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.00672 S/cm; dissociated C_ion_M=0.0653; Lambda_eq=51.45,1.0,False,
MgSO4,Horne1966,experimental,6.743,0.1,0.10124,6.72,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.00672 S/cm; dissociated C_ion_M=0.0653; Lambda_eq=51.45,1.0,False,
MgSO4,Horne1966,experimental,6.743,0.1,0.10124,6.719,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006719 S/cm; dissociated C_ion_M=0.0653; Lambda_eq=51.45,1.0,False,
MgSO4,Horne1966,experimental,6.058,0.1,0.10124,6.598,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006598 S/cm; dissociated C_ion_M=0.0657; Lambda_eq=50.21,1.0,False,
MgSO4,Horne1966,experimental,5.72,0.1,0.10124,6.546,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006546 S/cm; dissociated C_ion_M=0.0659; Lambda_eq=49.58,1.0,False,
MgSO4,Horne1966,experimental,5.35,0.1,0.10124,6.471,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006471 S/cm; dissociated C_ion_M=0.0661; Lambda_eq=48.95,1.0,False,
MgSO4,Horne1966,experimental,5.14,0.1,0.10124,6.431,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006431 S/cm; dissociated C_ion_M=0.0662; Lambda_eq=48.57,1.0,False,
MgSO4,Horne1966,experimental,4.996,0.1,0.10124,6.405,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006405 S/cm; dissociated C_ion_M=0.0663; Lambda_eq=48.3,1.0,False,
MgSO4,Horne1966,experimental,4.62,0.1,0.10124,6.304,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006304 S/cm; dissociated C_ion_M=0.0665; Lambda_eq=47.4,1.0,False,
MgSO4,Horne1966,experimental,4.508,0.1,0.10124,6.305,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006305 S/cm; dissociated C_ion_M=0.0666; Lambda_eq=47.33,1.0,False,
MgSO4,Horne1966,experimental,3.668,0.1,0.10124,6.166,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006166 S/cm; dissociated C_ion_M=0.0671; Lambda_eq=45.95,1.0,False,
MgSO4,Horne1966,experimental,3.648,0.1,0.10124,6.165,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.006165 S/cm; dissociated C_ion_M=0.0671; Lambda_eq=45.94,1.0,False,
MgSO4,Horne1966,experimental,2.529,0.1,0.10124,5.967,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.005967 S/cm; dissociated C_ion_M=0.0677; Lambda_eq=44.07,1.0,False,
MgSO4,Horne1966,experimental,2.062,0.1,0.10124,5.889,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.005889 S/cm; dissociated C_ion_M=0.0679; Lambda_eq=43.37,1.0,False,
MgSO4,Horne1966,experimental,1.859,0.1,0.10124,5.85,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.00585 S/cm; dissociated C_ion_M=0.068; Lambda_eq=43.01,1.0,False,
MgSO4,Horne1966,experimental,1.55,0.1,0.10124,5.795,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.005795 S/cm; dissociated C_ion_M=0.0685; Lambda_eq=42.3,1.0,False,
MgSO4,Horne1966,experimental,0.89,0.1,0.10124,5.68,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.00568 S/cm; dissociated C_ion_M=0.0686; Lambda_eq=41.4,1.0,False,
MgSO4,Horne1966,experimental,0.23,0.1,0.10124,5.561,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.005561 S/cm; dissociated C_ion_M=0.0689; Lambda_eq=40.36,1.0,False,
MgSO4,Horne1966,experimental,0.07,0.1,0.10124,5.46,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.00546 S/cm; dissociated C_ion_M=0.069; Lambda_eq=39.57,1.0,False,
MgSO4,Horne1966,experimental,-0.01,0.1,0.10124,5.451,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.005451 S/cm; dissociated C_ion_M=0.0691; Lambda_eq=39.44,1.0,False,
MgSO4,Horne1966,experimental,-0.645,0.1,0.10124,5.342,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.005342 S/cm; dissociated C_ion_M=0.0694; Lambda_eq=38.49,1.0,False,
MgSO4,Horne1966,experimental,-0.739,0.1,0.10124,5.331,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.005331 S/cm; dissociated C_ion_M=0.0695; Lambda_eq=38.35,1.0,False,
MgSO4,Horne1966,experimental,-1.19,0.1,0.10124,5.239,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.005239 S/cm; dissociated C_ion_M=0.0697; Lambda_eq=37.58,1.0,False,
MgSO4,Horne1966,experimental,-1.425,0.1,0.10124,5.202,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.005202 S/cm; dissociated C_ion_M=0.0698; Lambda_eq=37.26,1.0,False,
MgSO4,Horne1966,experimental,-2.26,0.1,0.10124,5.06,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.00506 S/cm; dissociated C_ion_M=0.0702; Lambda_eq=36.04,1.0,False,
MgSO4,Horne1966,experimental,-2.28,0.1,0.10124,5.059,Horne1966 absolute specific conductance; low-T MgSO4 (-2 to +14 C); concentration value assumed molality (no molarity-to-molality conversion applied); k_ohm_cm=0.005059 S/cm; dissociated C_ion_M=0.0703; Lambda_eq=35.98,1.0,False,
NaCl,AdamsHall1931,experimental,29.93,0.1,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.31; R/R0=1.0,1.0,False,1.0
NaCl,AdamsHall1931,experimental,29.93,24.3,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.26; R/R0=0.9992,1.0,False,1.000801
NaCl,AdamsHall1931,experimental,29.93,49.7,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.28; R/R0=0.9995,1.0,False,1.0005
NaCl,AdamsHall1931,experimental,29.93,75.4,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.38; R/R0=1.0011,1.0,False,0.998901
NaCl,AdamsHall1931,experimental,29.93,99.9,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=64.53; R/R0=1.0034,1.0,False,0.996612
NaCl,AdamsHall1931,experimental,29.93,151.6,4.34763,,AdamsHall1931 RELATIVE: kappa(P)/kappa(1bar) in Conductivity_Ratio; wt%=20.26; R_ohm=65.06; R/R0=1.0117,1.0,False,0.988435
